,SW,PHIF,VSH
15608,0.215,0.184,0.36
8141,0.1389,0.2351,0.11699999999999999
1305,1.0,0.154,0.2601
23834,0.218,0.14300000000000002,0.237
19088,0.369,0.156,0.28800000000000003
13337,0.303,0.212,0.285
26560,0.42700000000000005,0.17,0.193
2592,0.622,0.1891,0.212
11370,0.1776,0.1937,0.1093
4167,0.7417,0.1874,0.0001
19150,1.0,0.068,0.312
22211,0.256,0.22,0.11199999999999999
15963,0.746,0.086,0.46399999999999997
27574,0.914,0.231,0.095
10582,0.3272,0.1654,0.3063
22696,0.149,0.23399999999999999,0.16
22377,0.122,0.267,0.16899999999999998
12156,1.0,0.02,0.2695
25858,0.8109999999999999,0.076,0.337
1011,1.0,0.0479,0.3007
14608,1.0,0.062,0.7509999999999999
8408,0.2315,0.2272,0.37799999999999995
18470,0.114,0.23,0.062
3375,1.0,0.075,0.3549
17173,0.098,0.24100000000000002,0.10800000000000001
20402,0.134,0.26,0.171
4710,0.3086,0.0807,0.4552
27366,0.601,0.215,0.21
24905,1.0,0.02,0.309
16526,0.905,0.067,0.426
14858,0.775,0.095,0.217
8118,0.1843,0.2368,0.0807
15892,0.38799999999999996,0.18,0.48700000000000004
23795,0.184,0.151,0.261
24569,0.915,0.134,0.285
13773,1.0,0.054000000000000006,0.39399999999999996
25391,0.233,0.18899999999999997,0.163
8554,0.4474,0.1968,0.3633
7390,0.3095,0.1622,0.2503
2135,1.0,0.0905,0.7521
15594,0.136,0.205,0.315
1634,1.0,0.1023,0.2842
4231,0.7108,0.2428,0.0304
27142,0.355,0.201,0.067
5183,1.0,0.0971,0.5727
5824,0.7242,0.2569,0.215
13444,0.297,0.21899999999999997,0.165
3725,1.0,0.0932,0.3305
6485,0.7258,0.1272,0.4847
13068,0.366,0.23399999999999999,0.275
5513,0.9612,0.0521,0.3512
6035,0.6446,0.1533,0.4092
7943,0.1253,0.2147,0.021
23368,1.0,0.057999999999999996,0.5329999999999999
5837,0.7294,0.2568,0.2222
898,1.0,0.0435,0.381
16445,0.33899999999999997,0.19899999999999998,0.39399999999999996
889,1.0,0.0563,0.4552
10887,1.0,0.0677,0.1989
13819,0.992,0.129,0.34600000000000003
9568,0.2099,0.2226,0.2382
23766,0.147,0.18600000000000003,0.379
9795,0.256,0.2054,0.2024
5645,0.6886,0.1039,0.4161
11844,1.0,0.02,0.312
7090,0.2083,0.2533,0.2055
27694,0.907,0.218,0.275
25864,0.688,0.1,0.307
27068,0.47100000000000003,0.204,0.037000000000000005
653,0.7161,0.1057,0.1782
27374,0.608,0.19899999999999998,0.205
12872,0.12,0.23600000000000002,0.023
24729,1.0,0.02,0.23399999999999999
8653,0.43700000000000006,0.2421,0.3327
2652,0.5695,0.223,0.3698
21226,0.72,0.08,0.451
19042,0.32,0.131,0.419
2315,0.5851,0.146,0.1384
10468,0.3198,0.2135,0.2926
10769,0.7458,0.2014,0.3406
14321,1.0,0.062,0.602
7033,0.2041,0.2557,0.2072
3228,1.0,0.0994,0.2628
5599,1.0,0.066,0.3898
6636,0.2727,0.2673,0.2654
14283,1.0,0.027000000000000003,0.703
5498,1.0,0.0469,0.4653
10261,0.3633,0.1271,0.3153
15133,0.113,0.242,0.102
14175,1.0,0.065,0.723
4500,0.5433,0.2293,0.2599
22775,0.146,0.237,0.191
26713,0.359,0.217,0.22699999999999998
10037,0.3233,0.21899999999999997,0.2582
25664,0.145,0.239,0.11900000000000001
13680,0.434,0.22,0.193
14465,0.6609999999999999,0.11599999999999999,0.23399999999999999
23648,1.0,0.02,0.54
11232,0.1986,0.2336,0.1163
573,0.557,0.078,0.2178
26150,0.128,0.209,0.046
11292,0.2399,0.2335,0.1414
10527,0.3907,0.2369,0.3151
25324,0.191,0.20199999999999999,0.151
25990,0.195,0.20199999999999999,0.14800000000000002
22268,0.314,0.207,0.10300000000000001
155,0.6349,0.1593,0.2928
5394,0.4247,0.2139,0.3526
16005,0.73,0.095,0.445
16835,0.248,0.187,0.276
2643,0.5188,0.2331,0.1743
8825,0.3538,0.2301,0.3615
14517,0.804,0.07400000000000001,0.19399999999999998
25793,0.17,0.24600000000000002,0.159
7125,0.6386,0.0505,0.18899999999999997
11350,0.2831,0.1621,0.16699999999999998
14564,1.0,0.02,0.7120000000000001
15908,0.35100000000000003,0.19699999999999998,0.41700000000000004
24536,0.9690000000000001,0.145,0.33299999999999996
11033,0.2047,0.2385,0.1224
3460,0.8756,0.1734,0.1663
3971,0.8393,0.1579,0.2375
80,0.6073,0.1157,0.1685
12926,0.21899999999999997,0.23199999999999998,0.066
544,1.0,0.02,0.23800000000000002
3590,1.0,0.0962,0.3185
19160,1.0,0.07400000000000001,0.302
264,1.0,0.218,0.0529
21119,0.11900000000000001,0.262,0.16899999999999998
15577,0.13,0.256,0.18899999999999997
3229,1.0,0.1007,0.2683
10919,0.9838,0.0778,0.2019
21759,0.534,0.22,0.036000000000000004
3412,1.0,0.0903,0.4486
22852,0.20199999999999999,0.222,0.263
24352,1.0,0.073,0.36700000000000005
5177,1.0,0.0972,0.5767
27276,0.28,0.145,0.174
1144,1.0,0.0778,0.3642
13636,0.314,0.23399999999999999,0.16899999999999998
21395,1.0,0.073,0.486
22271,0.308,0.201,0.111
9689,0.2537,0.2356,0.257
8638,0.4135,0.2472,0.345
3349,1.0,0.0679,0.3138
21813,0.271,0.223,0.084
13604,0.3,0.23399999999999999,0.165
21893,0.39399999999999996,0.213,0.09300000000000001
24516,1.0,0.136,0.306
10730,0.3155,0.2123,0.3266
12966,0.35200000000000004,0.21600000000000003,0.079
5478,0.5326,0.1465,0.2578
21402,0.7879999999999999,0.09699999999999999,0.495
5028,1.0,0.02,0.4619
3522,1.0,0.0867,0.3662
27602,0.875,0.191,0.158
8301,0.3458,0.2286,0.2215
24541,1.0,0.13699999999999998,0.336
12862,0.152,0.203,0.033
14016,1.0,0.055,0.747
6622,0.4035,0.2463,0.2652
21203,0.525,0.14,0.446
19230,1.0,0.02,0.305
2788,0.4304,0.1699,0.2023
26409,0.377,0.19,0.10400000000000001
24409,1.0,0.06,0.28800000000000003
8593,0.44299999999999995,0.1873,0.3382
26902,0.44799999999999995,0.21100000000000002,0.053
24679,0.62,0.125,0.282
1087,1.0,0.0465,0.2622
16863,0.19699999999999998,0.18600000000000003,0.27
15884,0.508,0.128,0.503
10617,0.45899999999999996,0.2243,0.24100000000000002
9779,0.2464,0.2187,0.2016
2261,0.2581,0.2466,0.0924
26291,0.429,0.127,0.040999999999999995
385,0.9339,0.1111,0.3637
26940,0.46299999999999997,0.19699999999999998,0.048
258,1.0,0.2277,0.0394
7339,0.1905,0.2718,0.1973
27060,0.48,0.20600000000000002,0.055999999999999994
27003,0.319,0.2,0.048
11332,0.2761,0.1764,0.1438
24891,1.0,0.02,0.32899999999999996
2905,1.0,0.0278,0.304
26725,0.336,0.221,0.23399999999999999
22512,0.132,0.252,0.17600000000000002
613,0.9616,0.1866,0.2966
12017,0.8033,0.1079,0.6276
12971,0.22399999999999998,0.207,0.073
10125,0.1977,0.2066,0.261
23237,0.777,0.051,0.39399999999999996
23827,0.18899999999999997,0.16399999999999998,0.228
3790,0.9411,0.1139,0.3863
4758,0.6574,0.0897,0.4206
9995,0.3029,0.1754,0.24100000000000002
3112,0.9326,0.1845,0.1985
3195,1.0,0.0818,0.335
3851,0.9475,0.1198,0.2886
21771,0.518,0.218,0.036000000000000004
3940,1.0,0.0971,0.3707
13614,0.335,0.201,0.172
22532,0.128,0.249,0.183
25964,0.182,0.215,0.139
14879,0.799,0.08800000000000001,0.196
27580,0.91,0.214,0.105
25019,1.0,0.039,0.562
9561,0.2015,0.2212,0.2224
872,1.0,0.0646,0.2738
12857,0.21100000000000002,0.212,0.027000000000000003
26118,0.986,0.075,0.607
10355,0.1548,0.21,0.032
10348,0.1432,0.2063,0.0239
23077,0.19899999999999998,0.21100000000000002,0.20199999999999999
26959,0.502,0.183,0.032
13583,0.301,0.242,0.183
11176,0.1778,0.2325,0.1339
15046,1.0,0.071,0.374
9681,0.2732,0.2277,0.2699
21591,0.34,0.21,0.065
23571,0.26,0.14,0.21
3238,1.0,0.0792,0.3189
14022,1.0,0.063,0.769
12976,0.441,0.113,0.095
8834,0.2558,0.2245,0.3866
21418,0.6559999999999999,0.12,0.493
26762,0.304,0.221,0.19699999999999998
10315,0.3768,0.2277,0.5236
14888,0.762,0.09300000000000001,0.204
16207,0.248,0.16899999999999998,0.24100000000000002
22143,0.415,0.21100000000000002,0.1
12520,1.0,0.07400000000000001,0.779
16238,0.244,0.172,0.266
9804,0.2661,0.2209,0.2546
27471,0.593,0.204,0.134
4960,1.0,0.0793,0.4654
3094,1.0,0.1739,0.2349
1259,1.0,0.0398,0.1959
11445,0.2872,0.1469,0.1249
6107,0.611,0.1594,0.4331
6503,1.0,0.0379,0.6267
4826,1.0,0.0361,0.3078
10096,0.1312,0.1806,0.2806
13169,0.48200000000000004,0.2,0.293
6977,0.1982,0.2418,0.2039
22516,0.136,0.239,0.16
13644,0.312,0.243,0.16699999999999998
23147,0.096,0.25,0.157
22736,0.14,0.244,0.19399999999999998
22499,0.133,0.245,0.17
21672,0.43799999999999994,0.225,0.057999999999999996
19825,1.0,0.066,0.41200000000000003
22489,0.131,0.247,0.155
25943,0.426,0.086,0.187
4705,0.3225,0.0954,0.5007
27327,0.632,0.213,0.253
21072,0.138,0.247,0.20199999999999999
26438,0.363,0.20800000000000002,0.145
6196,0.9840000000000001,0.1433,0.3757
21407,0.6709999999999999,0.11599999999999999,0.47200000000000003
26866,0.444,0.18899999999999997,0.20199999999999999
14923,1.0,0.02,0.21100000000000002
9782,0.2382,0.221,0.1747
21577,0.303,0.218,0.094
6528,0.5896,0.1552,0.2391
4770,1.0,0.055999999999999994,0.3915
12716,0.429,0.153,0.146
2505,0.5966,0.1736,0.2666
3291,1.0,0.0638,0.3296
12704,0.514,0.126,0.139
10855,0.3213,0.1768,0.2489
10849,0.2945,0.1767,0.1988
26029,0.2,0.23600000000000002,0.182
16102,0.21100000000000002,0.168,0.24
6967,0.2011,0.23800000000000002,0.2163
207,1.0,0.1283,0.4979
688,0.8979,0.0647,0.3664
16475,0.38,0.207,0.365
25042,1.0,0.068,0.574
26293,0.449,0.127,0.040999999999999995
16547,0.26899999999999996,0.11699999999999999,0.273
6355,0.6276,0.1392,0.556
11499,0.3939,0.1031,0.1438
1618,1.0,0.1267,0.2771
9471,0.157,0.2332,0.1565
22336,0.11900000000000001,0.262,0.155
13626,0.306,0.235,0.166
12581,1.0,0.063,0.287
22695,0.151,0.23,0.157
23791,0.18100000000000002,0.152,0.26899999999999996
14826,0.701,0.141,0.264
11072,0.2047,0.2441,0.1283
26719,0.35,0.217,0.22899999999999998
23506,0.257,0.184,0.201
10495,0.3436,0.2271,0.2985
11179,0.1729,0.2324,0.1353
2882,1.0,0.02,0.2436
11482,0.2179,0.0869,0.1369
11809,0.265,0.1699,0.1106
21715,0.52,0.209,0.044000000000000004
13407,0.314,0.242,0.19699999999999998
15697,0.405,0.261,0.196
21966,0.46,0.204,0.092
10332,0.3606,0.2257,0.5399
15882,0.519,0.12300000000000001,0.499
23809,0.18600000000000003,0.16,0.247
23513,0.228,0.221,0.207
2357,0.3137,0.272,0.1689
2183,1.0,0.1047,0.4612
389,0.8059999999999999,0.0988,0.2697
6661,0.2576,0.2556,0.24600000000000002
20486,0.18600000000000003,0.149,0.106
22080,0.426,0.221,0.128
1234,1.0,0.0984,0.3363
25504,0.221,0.16399999999999998,0.131
26411,0.373,0.188,0.113
3800,1.0,0.1021,0.375
21620,0.39799999999999996,0.21600000000000003,0.09
21929,0.441,0.214,0.08199999999999999
3532,1.0,0.1025,0.3378
11934,0.8394,0.1074,0.6548
10578,0.3287,0.1461,0.3217
25362,0.21899999999999997,0.18899999999999997,0.182
11548,0.19699999999999998,0.2148,0.0894
8583,0.4747,0.1702,0.3338
13167,0.529,0.218,0.285
5362,0.5831,0.2191,0.3084
23156,0.10099999999999999,0.245,0.147
21865,0.39399999999999996,0.183,0.07
3992,0.9826,0.1187,0.2047
16146,0.20199999999999999,0.153,0.32899999999999996
23820,0.191,0.179,0.23399999999999999
15979,0.573,0.139,0.485
13656,0.321,0.242,0.16399999999999998
25489,0.198,0.203,0.151
12780,0.474,0.233,0.285
359,1.0,0.1277,0.3794
9926,0.345,0.212,0.3503
6464,1.0,0.1526,0.3727
6949,0.2037,0.2311,0.2133
8164,0.2258,0.2181,0.0662
8826,0.3546,0.2318,0.3804
3614,1.0,0.0881,0.3218
14087,1.0,0.035,0.711
15137,0.115,0.243,0.10400000000000001
25806,0.16699999999999998,0.255,0.158
21192,0.642,0.11699999999999999,0.47200000000000003
6013,1.0,0.02,0.2725
11032,0.2042,0.2397,0.1146
14178,1.0,0.073,0.757
2748,0.3714,0.1637,0.1291
23758,0.151,0.172,0.41700000000000004
21200,0.49700000000000005,0.154,0.442
15776,0.495,0.256,0.183
10057,0.3464,0.2053,0.2844
20489,0.182,0.14300000000000002,0.11800000000000001
8079,0.1961,0.2264,0.0419
26101,0.88,0.11199999999999999,0.544
10241,0.6116,0.0583,0.3025
14528,0.987,0.064,0.207
9893,0.3119,0.1882,0.3146
5466,0.5953,0.1277,0.3113
1171,1.0,0.1733,0.1653
21921,0.45799999999999996,0.21600000000000003,0.08900000000000001
16823,0.237,0.18899999999999997,0.292
10686,0.7805,0.1362,0.3837
10097,0.1449,0.17600000000000002,0.2856
3655,1.0,0.065,0.3994
16016,0.494,0.136,0.491
15747,0.491,0.265,0.157
3962,0.8585,0.1295,0.3574
758,1.0,0.02,0.3095
151,0.7935,0.1949,0.2417
12809,0.7390000000000001,0.136,0.655
5646,0.7390000000000001,0.0982,0.4129
2375,0.4757,0.2188,0.1673
9455,0.1498,0.2249,0.1859
7480,0.4525,0.1724,0.4303
26772,0.32799999999999996,0.20199999999999999,0.22
352,1.0,0.0946,0.3563
19237,1.0,0.064,0.304
6615,0.4745,0.2205,0.2057
25872,0.499,0.14400000000000002,0.303
7974,0.1079,0.2282,0.0263
26613,0.384,0.095,0.165
6272,1.0,0.1717,0.4502
7891,0.7813,0.1292,0.425
11800,0.2695,0.1774,0.0969
24386,1.0,0.028999999999999998,0.276
5145,1.0,0.0829,0.568
7044,0.2138,0.2539,0.2191
25989,0.193,0.204,0.156
6771,0.3633,0.2574,0.3309
7121,0.6986,0.0456,0.2016
20988,0.483,0.11,0.285
119,0.6285,0.1829,0.2116
9666,0.3155,0.1818,0.3049
5030,1.0,0.02,0.4431
3787,1.0,0.1045,0.3454
13611,0.34,0.19699999999999998,0.163
438,1.0,0.1413,0.3165
6173,0.9274,0.1674,0.4049
14429,1.0,0.02,0.233
14266,1.0,0.02,0.698
11529,0.1512,0.1541,0.1402
3170,1.0,0.0821,0.2798
7746,0.2419,0.2006,0.4013
2582,0.5282,0.1508,0.1413
21369,0.341,0.11599999999999999,0.364
3888,1.0,0.0753,0.4371
22922,0.37200000000000005,0.159,0.29600000000000004
7677,0.2146,0.2576,0.2251
11372,0.17800000000000002,0.1903,0.1242
13001,1.0,0.023,0.272
20913,0.11599999999999999,0.207,0.249
6818,0.6445,0.2309,0.1538
2805,0.3619,0.2087,0.1888
5807,0.6728,0.2537,0.2062
2999,1.0,0.0687,0.2223
11695,0.2646,0.1939,0.1142
17013,0.41700000000000004,0.195,0.221
8279,0.2293,0.2339,0.1936
22316,0.12300000000000001,0.262,0.151
26530,0.34700000000000003,0.18100000000000002,0.201
8053,0.0995,0.22899999999999998,0.0163
1495,1.0,0.096,0.1645
6296,0.4377,0.1719,0.456
6574,0.7653,0.0795,0.4321
21781,0.505,0.222,0.043
1572,1.0,0.1018,0.4073
13755,0.691,0.10800000000000001,0.213
12042,1.0,0.0791,0.5893
13361,0.265,0.212,0.157
26190,0.342,0.21600000000000003,0.042
727,1.0,0.02,0.3396
8094,0.6817,0.2239,0.057999999999999996
7157,1.0,0.0233,0.2047
8622,0.325,0.2385,0.306
12690,0.5670000000000001,0.10099999999999999,0.128
19519,0.11199999999999999,0.23199999999999998,0.078
15805,0.36,0.203,0.311
6343,1.0,0.0201,0.4801
2160,1.0,0.1257,0.6543
7890,0.715,0.1287,0.4185
1140,1.0,0.0885,0.2801
16850,0.204,0.195,0.23199999999999998
8207,0.3709,0.2461,0.2582
13366,0.266,0.21600000000000003,0.157
3177,1.0,0.0425,0.3049
3797,0.9971,0.1102,0.3823
1169,1.0,0.16699999999999998,0.2019
8806,0.4438,0.2302,0.3835
13728,0.606,0.11,0.445
1968,1.0,0.02,0.5132
453,0.968,0.1622,0.3767
22199,0.282,0.212,0.09300000000000001
7124,0.6516,0.049,0.1784
21103,0.115,0.271,0.151
12734,0.435,0.20800000000000002,0.318
24327,1.0,0.054000000000000006,0.42
13095,0.396,0.22399999999999998,0.19399999999999998
25374,0.21600000000000003,0.193,0.149
21704,0.573,0.17,0.049
27549,0.74,0.141,0.10300000000000001
10477,0.2939,0.2386,0.3129
18966,1.0,0.057,0.292
22485,0.129,0.251,0.168
14926,1.0,0.02,0.21
17165,0.09699999999999999,0.242,0.1
6155,0.9542,0.1637,0.3913
10867,1.0,0.02,0.113
11124,0.2174,0.2394,0.1518
771,1.0,0.02,0.4173
6469,1.0,0.1388,0.3902
12748,0.71,0.165,0.41700000000000004
2171,1.0,0.1191,0.6472
26082,0.526,0.147,0.396
1759,1.0,0.0548,0.5219
10575,0.3426,0.1467,0.3026
26751,0.298,0.226,0.20800000000000002
2325,0.6269,0.1505,0.1398
13128,0.595,0.182,0.27399999999999997
22727,0.13699999999999998,0.24600000000000002,0.17
23118,0.126,0.255,0.133
21075,0.146,0.239,0.205
25439,0.198,0.21100000000000002,0.161
7467,0.4831,0.1383,0.2857
3864,1.0,0.1058,0.3077
17166,0.096,0.24600000000000002,0.102
7935,0.2325,0.1855,0.0945
26505,0.263,0.161,0.149
6971,0.1996,0.2419,0.2299
11456,0.257,0.1177,0.1708
20875,0.217,0.22899999999999998,0.253
3215,1.0,0.0962,0.2147
11102,0.2163,0.2436,0.1541
6793,0.3699,0.2379,0.1596
26139,0.511,0.076,0.158
16125,0.215,0.162,0.29600000000000004
24117,0.29600000000000004,0.152,0.10400000000000001
623,0.8589,0.1888,0.3055
10526,0.3861,0.2405,0.3207
25353,0.218,0.18600000000000003,0.172
24621,0.843,0.127,0.408
11385,0.1883,0.1852,0.1211
25389,0.231,0.188,0.146
22435,0.12,0.262,0.17
4030,0.9016,0.1043,0.4059
25331,0.184,0.19699999999999998,0.109
27495,0.7340000000000001,0.172,0.153
26675,0.36,0.14800000000000002,0.205
10787,1.0,0.02,0.2766
7721,0.2349,0.2084,0.2674
13118,0.591,0.156,0.36700000000000005
23518,0.22699999999999998,0.217,0.19899999999999998
899,1.0,0.0314,0.4079
2589,0.6993,0.159,0.1708
6917,0.2429,0.2024,0.2149
10641,0.4614,0.2245,0.3262
26620,0.28300000000000003,0.13699999999999998,0.215
27354,0.648,0.22399999999999998,0.32299999999999995
10154,0.2883,0.259,0.2923
6603,0.5024,0.1333,0.2324
4916,1.0,0.156,0.5670000000000001
15397,0.10099999999999999,0.27399999999999997,0.16699999999999998
13617,0.321,0.214,0.172
16992,0.428,0.209,0.27399999999999997
25983,0.187,0.213,0.13699999999999998
4941,1.0,0.1517,0.5818
1067,1.0,0.0443,0.4136
5237,0.1715,0.2283,0.3531
11533,0.3199,0.14300000000000002,0.08900000000000001
14482,1.0,0.07400000000000001,0.191
600,0.8837,0.1225,0.2378
25440,0.198,0.21100000000000002,0.16
5404,0.3738,0.1869,0.3556
3902,1.0,0.0957,0.4397
16920,0.377,0.145,0.331
16365,0.22899999999999998,0.245,0.335
10068,0.3114,0.2282,0.3184
1477,1.0,0.1226,0.1534
23916,0.17800000000000002,0.214,0.205
25993,0.18899999999999997,0.209,0.158
2104,1.0,0.0669,0.6844
21696,0.47200000000000003,0.198,0.05
22427,0.11699999999999999,0.267,0.17300000000000001
26540,0.319,0.18100000000000002,0.17300000000000001
742,1.0,0.02,0.317
13419,0.299,0.24100000000000002,0.198
6280,0.9108,0.1793,0.4299
3848,1.0,0.0986,0.3208
11327,0.2674,0.1818,0.1453
14385,1.0,0.045,0.358
5047,1.0,0.0606,0.5471
5094,0.9433,0.1091,0.4869
10360,0.29100000000000004,0.1951,0.1613
13062,0.313,0.245,0.257
24160,1.0,0.02,0.565
22278,0.248,0.21100000000000002,0.19399999999999998
27013,0.376,0.051,0.055999999999999994
296,1.0,0.1876,0.0798
26973,0.48700000000000004,0.18600000000000003,0.038
14416,1.0,0.075,0.313
6798,0.4093,0.2474,0.1426
22851,0.20600000000000002,0.21899999999999997,0.272
4861,1.0,0.1067,0.4417
4031,0.9028,0.1027,0.4002
21717,0.485,0.20600000000000002,0.043
488,0.9615,0.2032,0.2926
8173,0.1878,0.2063,0.0844
6404,0.684,0.1385,0.2469
3960,0.9154,0.1357,0.3233
12990,0.499,0.154,0.168
8766,0.4925,0.2307,0.3625
3772,0.9276,0.1304,0.2714
23161,0.107,0.24100000000000002,0.147
13753,0.833,0.10800000000000001,0.21600000000000003
2931,1.0,0.0367,0.2387
23314,0.11,0.217,0.156
18971,1.0,0.039,0.284
23480,0.177,0.24,0.205
1238,1.0,0.1079,0.3409
5010,1.0,0.0207,0.4561
9928,0.3449,0.2144,0.3543
10353,0.1157,0.209,0.0264
3554,1.0,0.0936,0.37
21471,1.0,0.031,0.564
931,0.8405,0.106,0.4814
8168,0.1987,0.2158,0.0882
11573,0.2032,0.2133,0.077
9608,0.2764,0.2214,0.2327
27286,0.474,0.065,0.233
1537,0.8662,0.1544,0.2272
10190,0.1645,0.2018,0.3279
24323,1.0,0.063,0.444
7905,1.0,0.0862,0.5309
15472,0.275,0.17,0.447
495,0.9469,0.1976,0.2727
15933,0.335,0.191,0.426
26116,0.963,0.083,0.599
5003,1.0,0.0226,0.4165
3444,0.8783,0.2008,0.2054
5016,1.0,0.0286,0.4246
19262,0.93,0.10300000000000001,0.262
27393,0.748,0.16399999999999998,0.184
23567,0.28600000000000003,0.127,0.205
628,0.973,0.1511,0.4284
7939,0.1535,0.2042,0.0231
15052,1.0,0.055,0.467
9503,0.1955,0.2178,0.1489
24371,1.0,0.09,0.32299999999999995
26830,0.409,0.243,0.371
918,1.0,0.0519,0.2471
23509,0.275,0.185,0.212
5024,1.0,0.02,0.461
7716,0.3159,0.1631,0.3692
20349,0.149,0.217,0.129
24325,1.0,0.054000000000000006,0.435
437,1.0,0.1341,0.3241
5473,0.6086,0.1375,0.2435
12878,0.11199999999999999,0.248,0.036000000000000004
3462,0.9665,0.1689,0.1955
12785,0.47200000000000003,0.242,0.285
8483,0.3743,0.2151,0.3502
199,1.0,0.1034,0.4486
23305,0.10800000000000001,0.214,0.161
12994,0.37,0.191,0.158
15909,0.35200000000000004,0.196,0.42100000000000004
14169,1.0,0.06,0.747
15596,0.158,0.198,0.32
3722,1.0,0.0777,0.3476
15386,0.1,0.28,0.16699999999999998
9901,0.3261,0.19399999999999998,0.3259
21026,1.0,0.045,0.516
15394,0.1,0.27699999999999997,0.166
8274,0.2403,0.2375,0.1889
2157,1.0,0.1101,0.6517
25252,1.0,0.02,0.23
1404,1.0,0.1254,0.4286
10926,0.7119,0.1164,0.2222
26474,0.17800000000000002,0.172,0.105
23646,1.0,0.02,0.521
11098,0.2153,0.2422,0.14800000000000002
14057,1.0,0.067,0.735
26301,0.46799999999999997,0.135,0.048
8420,0.2082,0.2432,0.3548
755,1.0,0.02,0.2851
3896,1.0,0.0823,0.3731
5621,1.0,0.0677,0.3229
23628,1.0,0.02,0.48
9742,0.2515,0.2091,0.2486
8477,0.4213,0.2023,0.3163
6881,0.2923,0.235,0.2516
16439,0.336,0.19699999999999998,0.419
3556,0.9917,0.1143,0.3363
7985,0.1074,0.2347,0.0151
6046,0.7468,0.1349,0.4476
15019,1.0,0.02,0.23199999999999998
4884,0.5688,0.115,0.5762
21097,0.11800000000000001,0.263,0.16399999999999998
11426,0.253,0.1772,0.0902
3012,1.0,0.0591,0.153
27200,0.44299999999999995,0.165,0.081
14538,1.0,0.02,0.217
11271,0.2232,0.2438,0.1177
14386,1.0,0.043,0.382
22589,0.129,0.248,0.174
2798,0.3553,0.1667,0.11900000000000001
281,0.711,0.0961,0.1187
4616,1.0,0.1255,0.7754
19170,1.0,0.066,0.313
25388,0.226,0.19,0.14400000000000002
11242,0.2173,0.2298,0.0986
2603,0.3149,0.2543,0.1554
13042,0.336,0.221,0.16899999999999998
886,1.0,0.0498,0.4546
10701,0.1485,0.2097,0.2333
22518,0.14400000000000002,0.22399999999999998,0.16399999999999998
1243,1.0,0.1122,0.195
25945,0.314,0.107,0.162
7805,0.6479,0.12,0.3541
19616,0.115,0.23199999999999998,0.086
16263,0.519,0.113,0.434
26877,0.396,0.183,0.182
22430,0.11900000000000001,0.264,0.171
6582,0.7899,0.0785,0.4872
22438,0.122,0.259,0.17600000000000002
10134,0.2535,0.2548,0.2886
6213,1.0,0.1551,0.3699
285,1.0,0.0295,0.1042
16530,0.804,0.077,0.41700000000000004
9988,0.3323,0.1661,0.2475
27564,0.8390000000000001,0.22899999999999998,0.07400000000000001
8762,0.4958,0.2298,0.3465
3198,1.0,0.0815,0.3169
16878,0.17600000000000002,0.185,0.272
16924,0.436,0.146,0.365
9831,0.3483,0.1352,0.2481
26128,1.0,0.035,0.441
3812,0.9821,0.1031,0.3612
27630,0.9440000000000001,0.18100000000000002,0.139
14111,1.0,0.055999999999999994,0.665
10702,0.1313,0.2083,0.2268
20889,0.184,0.24100000000000002,0.252
9458,0.1423,0.2363,0.1866
11116,0.2184,0.2467,0.1592
2330,0.6466,0.1499,0.1549
5072,1.0,0.0974,0.4389
22582,0.133,0.24100000000000002,0.188
23786,0.19699999999999998,0.136,0.276
14146,1.0,0.039,0.7020000000000001
6930,0.2221,0.2207,0.2236
4847,0.7267,0.0907,0.5899
23783,0.213,0.134,0.295
6015,1.0,0.02,0.3173
26685,0.409,0.16899999999999998,0.19899999999999998
22947,0.233,0.179,0.221
22753,0.132,0.251,0.17800000000000002
5068,0.9795,0.1097,0.4691
11872,1.0,0.0854,0.5928
4248,0.8607,0.2284,0.0353
3424,1.0,0.0761,0.3188
5182,1.0,0.0962,0.5734
9484,0.1797,0.2258,0.2048
27380,0.609,0.196,0.215
4810,1.0,0.0333,0.3607
26583,0.299,0.17,0.195
11358,0.2612,0.1663,0.11699999999999999
20864,0.20199999999999999,0.23399999999999999,0.282
2974,1.0,0.0313,0.3469
5440,0.5074,0.1531,0.3035
5149,1.0,0.0897,0.6325
4163,0.716,0.1864,0.028999999999999998
10489,0.3439,0.2271,0.3153
27670,0.73,0.191,0.504
2815,0.3392,0.2102,0.1584
8244,0.3159,0.2268,0.2845
16695,0.18100000000000002,0.151,0.32899999999999996
7888,0.7564,0.1433,0.3666
24188,1.0,0.08199999999999999,0.519
24762,1.0,0.02,0.488
11112,0.2186,0.2441,0.1569
3577,1.0,0.0831,0.3574
1293,1.0,0.1189,0.3214
19315,1.0,0.036000000000000004,0.294
15773,0.49700000000000005,0.255,0.163
593,1.0,0.0369,0.2642
1274,1.0,0.1436,0.2996
22550,0.124,0.252,0.19
10690,0.5934,0.1754,0.318
11417,0.2641,0.1646,0.1071
8670,0.442,0.2345,0.3644
3042,1.0,0.0446,0.3781
10908,1.0,0.0643,0.2155
17149,0.10300000000000001,0.239,0.11900000000000001
1458,1.0,0.1409,0.2619
25679,0.17800000000000002,0.248,0.125
26376,0.46,0.139,0.036000000000000004
928,1.0,0.02,0.4008
13415,0.295,0.244,0.188
10465,0.3311,0.2001,0.28600000000000003
130,0.8808,0.1878,0.2046
14466,0.628,0.11900000000000001,0.235
5414,0.3908,0.1718,0.3984
14905,1.0,0.02,0.191
3208,1.0,0.0763,0.22
